RootFolder,File,RelativePath,DateTime,Counter0,Especie,Note0,
6. Fotos Camaras Trampa,01020010.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-02 11:32:00,0,Raton cola larga,2:1|3,
6. Fotos Camaras Trampa,01020011.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-02 11:32:01,0,Raton cola larga,2:2|3,
6. Fotos Camaras Trampa,01020012.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-02 11:32:02,0,Raton cola larga,2:3|3,
6. Fotos Camaras Trampa,01020013.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-02 14:19:37,0,Raton cola larga,3:1|6,
6. Fotos Camaras Trampa,01020014.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-02 14:19:38,0,Raton cola larga,3:2|6,
6. Fotos Camaras Trampa,01020015.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-02 14:19:39,0,Raton cola larga,3:3|6,
6. Fotos Camaras Trampa,01020016.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-02 14:19:50,0,Raton cola larga,3:4|6,
6. Fotos Camaras Trampa,01020017.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-02 14:19:51,0,Raton cola larga,3:5|6,
6. Fotos Camaras Trampa,01040019.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-04 03:37:34,1,Cachaña,4:1|3,
6. Fotos Camaras Trampa,01040020.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-04 03:37:35,1,Cachaña,4:2|3,
6. Fotos Camaras Trampa,01040021.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-04 03:37:36,0,Cachaña,4:3|3,
6. Fotos Camaras Trampa,01080022.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 02:53:50,0,Caballo,5:1|24,
6. Fotos Camaras Trampa,01080023.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 02:53:51,0,Caballo,5:2|24,
6. Fotos Camaras Trampa,01080025.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 02:54:10,0,Caballo,5:4|24,
6. Fotos Camaras Trampa,01080026.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 02:54:10,0,Caballo,5:5|24,
6. Fotos Camaras Trampa,01080027.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 02:54:11,0,Caballo,5:6|24,
6. Fotos Camaras Trampa,01080028.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 02:54:29,0,Caballo,5:7|24,
6. Fotos Camaras Trampa,01080029.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 02:54:29,0,Caballo,5:8|24,
6. Fotos Camaras Trampa,01080030.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 02:54:30,0,Caballo,5:9|24,
6. Fotos Camaras Trampa,01080031.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:13:17,0,Caballo,5:10|24,
6. Fotos Camaras Trampa,01080032.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:13:18,0,Caballo,5:11|24,
6. Fotos Camaras Trampa,01080033.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:13:19,0,Caballo,5:12|24,
6. Fotos Camaras Trampa,01080034.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:14:36,0,Caballo,5:13|24,
6. Fotos Camaras Trampa,01080035.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:14:37,0,Caballo,5:14|24,
6. Fotos Camaras Trampa,01080036.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:14:38,0,Caballo,5:15|24,
6. Fotos Camaras Trampa,01080037.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:23:40,0,Caballo,5:16|24,
6. Fotos Camaras Trampa,01080038.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:23:40,0,Caballo,5:17|24,
6. Fotos Camaras Trampa,01080039.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:23:41,0,Caballo,5:18|24,
6. Fotos Camaras Trampa,01080040.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:50:50,0,Caballo,5:19|24,
6. Fotos Camaras Trampa,01080043.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:51:18,0,Caballo,5:22|24,
6. Fotos Camaras Trampa,01080044.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:51:18,0,Caballo,5:23|24,
6. Fotos Camaras Trampa,01080045.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:51:19,0,Caballo,5:24|24,
6. Fotos Camaras Trampa,01090046.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-09 00:51:44,0,Cachaña,6:1|3,
6. Fotos Camaras Trampa,01090047.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-09 00:51:45,0,Cachaña,6:2|3,
6. Fotos Camaras Trampa,01090048.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-09 00:51:46,0,Cachaña,6:3|3,
6. Fotos Camaras Trampa,01110049.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-11 03:32:59,3,Cachaña,7:1|6,
6. Fotos Camaras Trampa,01110050.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-11 03:32:59,0,Cachaña,7:2|6,
6. Fotos Camaras Trampa,01110051.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-11 03:33:00,0,Cachaña,7:3|6,
6. Fotos Camaras Trampa,01110052.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-11 03:38:29,0,Cachaña,7:4|6,
6. Fotos Camaras Trampa,01150055.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-15 15:30:08,0,Zorro culpeo,8:1|3,
6. Fotos Camaras Trampa,01150056.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-15 15:30:09,0,Zorro culpeo,8:2|3,
6. Fotos Camaras Trampa,01150057.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-15 15:30:10,0,Zorro culpeo,8:3|3,
6. Fotos Camaras Trampa,01220058.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-22 18:48:23,0,Chucao,9:1|3,
6. Fotos Camaras Trampa,01220059.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-22 18:48:24,0,Chucao,9:2|3,
6. Fotos Camaras Trampa,01220060.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-22 18:48:25,0,Chucao,9:3|3,
6. Fotos Camaras Trampa,01250061.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-25 06:47:47,0,Chucao,10:1|3,
6. Fotos Camaras Trampa,01250062.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-25 06:47:48,0,Chucao,10:2|3,
6. Fotos Camaras Trampa,01250063.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-25 06:47:49,0,Chucao,10:3|3,
6. Fotos Camaras Trampa,02230094.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-02-23 14:40:21,0,Zorro culpeo,16:1|3,
6. Fotos Camaras Trampa,02230095.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-02-23 14:40:22,0,Zorro culpeo,16:2|3,
6. Fotos Camaras Trampa,02230096.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-02-23 14:40:23,0,Zorro culpeo,16:3|3,
6. Fotos Camaras Trampa,02230097.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-02-23 16:40:23,0,Zorro culpeo,17:1|3,
6. Fotos Camaras Trampa,02230098.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-02-23 16:40:24,0,Zorro culpeo,17:2|3,
6. Fotos Camaras Trampa,02230099.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-02-23 16:40:25,0,Zorro culpeo,17:3|3,
6. Fotos Camaras Trampa,02280103.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-02-28 17:36:45,0,Zorro culpeo,19:1|3,
6. Fotos Camaras Trampa,02280104.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-02-28 17:36:46,0,Zorro culpeo,19:2|3,
6. Fotos Camaras Trampa,03010106.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 12:39:08,0,Zorro culpeo,20:1|3,
6. Fotos Camaras Trampa,03010107.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 12:39:09,0,Zorro culpeo,20:2|3,
6. Fotos Camaras Trampa,03010108.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 12:39:10,0,Zorro culpeo,20:3|3,
6. Fotos Camaras Trampa,03010109.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 13:31:39,0,Zorro culpeo,21:1|3,
6. Fotos Camaras Trampa,03010110.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 13:31:40,0,Zorro culpeo,21:2|3,
6. Fotos Camaras Trampa,03010111.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 13:31:41,0,Zorro culpeo,21:3|3,
6. Fotos Camaras Trampa,03010112.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 20:09:41,0,Jabalí,22:1|6,
6. Fotos Camaras Trampa,03010113.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 20:09:42,0,Jabalí,22:2|6,
6. Fotos Camaras Trampa,03010114.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 20:09:43,0,Jabalí,22:3|6,
6. Fotos Camaras Trampa,03010115.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 20:09:58,0,Jabalí,22:4|6,
6. Fotos Camaras Trampa,03010116.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 20:09:59,0,Jabalí,22:5|6,
6. Fotos Camaras Trampa,03010117.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 20:10:00,0,Jabalí,22:6|6,
6. Fotos Camaras Trampa,03020118.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:08,0,Jabalí,23:1|21,
6. Fotos Camaras Trampa,03020119.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:09,0,Jabalí,23:2|21,
6. Fotos Camaras Trampa,03020120.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:10,0,Jabalí,23:3|21,
6. Fotos Camaras Trampa,03020121.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:21,0,Jabalí,23:4|21,
6. Fotos Camaras Trampa,03020122.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:22,0,Jabalí,23:5|21,
6. Fotos Camaras Trampa,03020123.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:23,0,Jabalí,23:6|21,
6. Fotos Camaras Trampa,03020124.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:33,0,Jabalí,23:7|21,
6. Fotos Camaras Trampa,03020125.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:34,0,Jabalí,23:8|21,
6. Fotos Camaras Trampa,03020126.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:35,0,Jabalí,23:9|21,
6. Fotos Camaras Trampa,03020127.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:55,0,Jabalí,23:10|21,
6. Fotos Camaras Trampa,03020128.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:56,0,Jabalí,23:11|21,
6. Fotos Camaras Trampa,03020129.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:57,2,Jabalí,23:12|21,
6. Fotos Camaras Trampa,03020130.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:05:30,0,Jabalí,23:13|21,
6. Fotos Camaras Trampa,03020131.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:05:31,0,Jabalí,23:14|21,
6. Fotos Camaras Trampa,03020132.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:05:32,0,Jabalí,23:15|21,
6. Fotos Camaras Trampa,03020133.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:05:43,0,Jabalí,23:16|21,
6. Fotos Camaras Trampa,03020134.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:05:44,0,Jabalí,23:17|21,
6. Fotos Camaras Trampa,03020136.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:14:55,0,Jabalí,23:19|21,
6. Fotos Camaras Trampa,03020137.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:14:56,0,Jabalí,23:20|21,
6. Fotos Camaras Trampa,03020138.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:14:57,0,Jabalí,23:21|21,
6. Fotos Camaras Trampa,03030139.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-03 02:07:56,0,Perro,24:1|6,
6. Fotos Camaras Trampa,03030140.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-03 02:07:57,0,Perro,24:2|6,
6. Fotos Camaras Trampa,03030142.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-03 02:08:15,0,Perro,24:4|6,
6. Fotos Camaras Trampa,03110151.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-11 16:21:06,0,Zorro culpeo,27:1|3,
6. Fotos Camaras Trampa,03110152.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-11 16:21:07,0,Zorro culpeo,27:2|3,
6. Fotos Camaras Trampa,03140154.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-14 20:07:51,0,Chucao,28:1|3,
6. Fotos Camaras Trampa,03140155.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-14 20:07:51,0,Chucao,28:2|3,
6. Fotos Camaras Trampa,03200157.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-20 02:43:32,0,Tiuque,29:1|3,
6. Fotos Camaras Trampa,02210408.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\100EK113, 2021-02-21 02:03:03,0,Raton cola larga,48:24|1548,
6. Fotos Camaras Trampa,02210409.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\100EK113, 2021-02-21 02:04:01,0,Raton cola larga,48:26|1548,
6. Fotos Camaras Trampa,02210410.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\100EK113, 2021-02-21 02:04:02,0,Raton cola larga,48:28|1548,
6. Fotos Camaras Trampa,02210411.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\100EK113, 2021-02-21 02:04:03,0,Raton cola larga,48:30|1548,
6. Fotos Camaras Trampa,02230907.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\102EK113, 2021-02-23 00:48:33,0,Chingue,53:1|3,
6. Fotos Camaras Trampa,02230908.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\102EK113, 2021-02-23 00:48:34,0,Chingue,53:2|3,
6. Fotos Camaras Trampa,02230909.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\102EK113, 2021-02-23 00:48:35,0,Chingue,53:3|3,
6. Fotos Camaras Trampa,02260931.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\107EK113, 2021-02-26 22:13:25,0,Chingue,65:1|6,
6. Fotos Camaras Trampa,02260932.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\107EK113, 2021-02-26 22:13:26,1,Chingue,65:2|6,
6. Fotos Camaras Trampa,02260933.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\107EK113, 2021-02-26 22:13:27,0,Chingue,65:3|6,
6. Fotos Camaras Trampa,02270193.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-27 17:23:01,0,Caballo,67:1207|1524,
6. Fotos Camaras Trampa,02280226.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:09:48,0,Raton cola larga,69:61|996,
6. Fotos Camaras Trampa,02280227.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:09:49,0,Raton cola larga,69:62|996,
6. Fotos Camaras Trampa,02280228.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:09:50,0,Raton cola larga,69:63|996,
6. Fotos Camaras Trampa,02280229.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:10:01,0,Raton cola larga,69:64|996,
6. Fotos Camaras Trampa,02280230.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:10:02,1,Raton cola larga,69:66|996,
6. Fotos Camaras Trampa,02280231.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:10:03,0,Raton cola larga,69:68|996,
6. Fotos Camaras Trampa,02280232.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:11:01,0,Raton cola larga,69:70|996,
6. Fotos Camaras Trampa,02280233.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:11:02,0,Raton cola larga,69:71|996,
6. Fotos Camaras Trampa,02280234.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:11:03,1,Raton cola larga,69:72|996,
6. Fotos Camaras Trampa,02280235.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:12:01,0,Raton cola larga,69:76|996,
6. Fotos Camaras Trampa,02280236.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:12:02,0,Raton cola larga,69:77|996,
6. Fotos Camaras Trampa,02280237.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:12:03,0,Raton cola larga,69:78|996,
6. Fotos Camaras Trampa,02280238.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:13:01,0,Raton cola larga,69:82|996,
6. Fotos Camaras Trampa,02280239.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:13:02,0,Raton cola larga,69:83|996,
6. Fotos Camaras Trampa,02280240.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:13:03,0,Raton cola larga,69:84|996,
6. Fotos Camaras Trampa,02280241.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:14:01,1,Raton cola larga,69:85|996,
6. Fotos Camaras Trampa,02280242.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:14:02,0,Raton cola larga,69:86|996,
6. Fotos Camaras Trampa,02280243.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-28 02:14:03,0,Raton cola larga,69:87|996,
6. Fotos Camaras Trampa,02240539.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\104EK113, 2021-02-24 02:06:58,0,Raton cola larga,58:43|1545,
6. Fotos Camaras Trampa,02240541.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\104EK113, 2021-02-24 02:07:00,0,Raton cola larga,58:45|1545,
6. Fotos Camaras Trampa,02240542.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\104EK113, 2021-02-24 02:07:58,0,Raton cola larga,58:49|1545,
6. Fotos Camaras Trampa,02240544.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\104EK113, 2021-02-24 02:08:00,0,Raton cola larga,58:51|1545,
6. Fotos Camaras Trampa,02240547.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\104EK113, 2021-02-24 02:09:00,0,Raton cola larga,58:57|1545,
6. Fotos Camaras Trampa,02240550.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\104EK113, 2021-02-24 02:10:00,0,Raton cola larga,58:63|1545,
6. Fotos Camaras Trampa,02240551.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\104EK113, 2021-02-24 02:10:58,0,Raton cola larga,58:67|1545,
6. Fotos Camaras Trampa,02240552.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\104EK113, 2021-02-24 02:10:59,0,Raton cola larga,58:68|1545,
6. Fotos Camaras Trampa,02240554.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\104EK113, 2021-02-24 02:11:58,0,Raton cola larga,58:73|1545,
