RootFolder,File,RelativePath,DateTime,Counter0,Especie,Note0,Unnamed: 7,Estacion,Year,Month,Day,Time,Hour,Season,Episode_ID,Episode_length
6. Fotos Camaras Trampa,12070077.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-07 20:52:07,1,Jabali,331:44|54,,CoRaTe,2021,12,7,20:52:07,20,Primavera,331,44|54
6. Fotos Camaras Trampa,12070078.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-07 20:52:08,1,Jabali,331:45|54,,CoRaTe,2021,12,7,20:52:08,20,Primavera,331,45|54
6. Fotos Camaras Trampa,12070079.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-07 20:52:50,1,Jabali,331:46|54,,CoRaTe,2021,12,7,20:52:50,20,Primavera,331,46|54
6. Fotos Camaras Trampa,12070080.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-07 20:52:51,1,Jabali,331:47|54,,CoRaTe,2021,12,7,20:52:51,20,Primavera,331,47|54
6. Fotos Camaras Trampa,12070081.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-07 20:52:52,1,Jabali,331:48|54,,CoRaTe,2021,12,7,20:52:52,20,Primavera,331,48|54
6. Fotos Camaras Trampa,12070083.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-07 21:07:04,1,Hued hued,331:50|54,,CoRaTe,2021,12,7,21:07:04,21,Primavera,331,50|54
6. Fotos Camaras Trampa,12070084.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-07 21:07:05,1,Hued hued,331:51|54,,CoRaTe,2021,12,7,21:07:05,21,Primavera,331,51|54
6. Fotos Camaras Trampa,12090085.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-09 06:04:26,1,Hued hued,339:1|3,,CoRaTe,2021,12,9,06:04:26,6,Primavera,339,1|3
6. Fotos Camaras Trampa,12090087.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-09 06:04:28,1,Hued hued,339:3|3,,CoRaTe,2021,12,9,06:04:28,6,Primavera,339,3|3
6. Fotos Camaras Trampa,12090088.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-09 08:08:51,1,Hued hued,341:1|9,,CoRaTe,2021,12,9,08:08:51,8,Primavera,341,1|9
6. Fotos Camaras Trampa,12090091.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-09 08:09:21,1,Hued hued,341:4|9,,CoRaTe,2021,12,9,08:09:21,8,Primavera,341,4|9
6. Fotos Camaras Trampa,12090092.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-09 08:09:22,1,Hued hued,341:5|9,,CoRaTe,2021,12,9,08:09:22,8,Primavera,341,5|9
6. Fotos Camaras Trampa,12090093.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-09 08:09:23,1,Hued hued,341:6|9,,CoRaTe,2021,12,9,08:09:23,8,Primavera,341,6|9
6. Fotos Camaras Trampa,12090099.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-09 17:42:46,1,Tiuque,345:6|12,,CoRaTe,2021,12,9,17:42:46,17,Primavera,345,6|12
6. Fotos Camaras Trampa,12090109.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-09 20:54:28,2,Hued hued,346:4|6,,CoRaTe,2021,12,9,20:54:28,20,Primavera,346,4|6
6. Fotos Camaras Trampa,12090110.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-09 20:54:29,2,Hued hued,346:5|6,,CoRaTe,2021,12,9,20:54:29,20,Primavera,346,5|6
6. Fotos Camaras Trampa,12090111.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-09 20:54:30,2,Hued hued,346:6|6,,CoRaTe,2021,12,9,20:54:30,20,Primavera,346,6|6
6. Fotos Camaras Trampa,12100112.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-10 06:36:39,1,Hued hued,350:1|6,,CoRaTe,2021,12,10,06:36:39,6,Primavera,350,1|6
6. Fotos Camaras Trampa,12100113.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-10 06:36:40,1,Hued hued,350:2|6,,CoRaTe,2021,12,10,06:36:40,6,Primavera,350,2|6
6. Fotos Camaras Trampa,12100114.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-10 06:36:41,1,Hued hued,350:3|6,,CoRaTe,2021,12,10,06:36:41,6,Primavera,350,3|6
6. Fotos Camaras Trampa,12100115.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-10 06:41:28,1,Hued hued,350:4|6,,CoRaTe,2021,12,10,06:41:28,6,Primavera,350,4|6
6. Fotos Camaras Trampa,12100116.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-10 06:41:29,1,Hued hued,350:5|6,,CoRaTe,2021,12,10,06:41:29,6,Primavera,350,5|6
6. Fotos Camaras Trampa,12100117.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-10 06:41:30,1,Hued hued,350:6|6,,CoRaTe,2021,12,10,06:41:30,6,Primavera,350,6|6
6. Fotos Camaras Trampa,12110121.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-11 06:51:39,1,Hued hued,355:4|9,,CoRaTe,2021,12,11,06:51:39,6,Primavera,355,4|9
6. Fotos Camaras Trampa,12110122.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-11 06:51:40,1,Hued hued,355:5|9,,CoRaTe,2021,12,11,06:51:40,6,Primavera,355,5|9
6. Fotos Camaras Trampa,12110123.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-11 06:51:41,1,Hued hued,355:6|9,,CoRaTe,2021,12,11,06:51:41,6,Primavera,355,6|9
6. Fotos Camaras Trampa,12120124.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-12 06:27:26,1,Hued hued,359:1|15,,CoRaTe,2021,12,12,06:27:26,6,Primavera,359,1|15
6. Fotos Camaras Trampa,12120133.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-12 06:57:10,1,Hued hued,359:10|15,,CoRaTe,2021,12,12,06:57:10,6,Primavera,359,10|15
6. Fotos Camaras Trampa,12120134.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-12 06:57:11,1,Hued hued,359:11|15,,CoRaTe,2021,12,12,06:57:11,6,Primavera,359,11|15
6. Fotos Camaras Trampa,12130144.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-13 20:58:30,2,Hued hued,370:3|9,,CoRaTe,2021,12,13,20:58:30,20,Primavera,370,3|9
6. Fotos Camaras Trampa,12130146.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-13 20:59:03,2,Hued hued,370:5|9,,CoRaTe,2021,12,13,20:59:03,20,Primavera,370,5|9
6. Fotos Camaras Trampa,12140158.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-14 10:46:13,1,Hued hued,377:2|6,,CoRaTe,2021,12,14,10:46:13,10,Primavera,377,2|6
6. Fotos Camaras Trampa,12140159.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-14 10:46:14,1,Hued hued,377:3|6,,CoRaTe,2021,12,14,10:46:14,10,Primavera,377,3|6
6. Fotos Camaras Trampa,12140160.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-14 10:46:19,1,Hued hued,377:4|6,,CoRaTe,2021,12,14,10:46:19,10,Primavera,377,4|6
6. Fotos Camaras Trampa,12150164.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-15 06:14:44,1,Zorzal,383:2|3,,CoRaTe,2021,12,15,06:14:44,6,Primavera,383,2|3
6. Fotos Camaras Trampa,12150165.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-15 06:14:45,1,Zorzal,383:3|3,,CoRaTe,2021,12,15,06:14:45,6,Primavera,383,3|3
6. Fotos Camaras Trampa,12170170.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-17 06:48:26,2,Hued hued,398:2|3,,CoRaTe,2021,12,17,06:48:26,6,Primavera,398,2|3
6. Fotos Camaras Trampa,12170171.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-17 06:48:27,2,Hued hued,398:3|3,,CoRaTe,2021,12,17,06:48:27,6,Primavera,398,3|3
6. Fotos Camaras Trampa,12190172.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-19 06:17:07,2,Hued hued,406:1|12,,CoRaTe,2021,12,19,06:17:07,6,Primavera,406,1|12
6. Fotos Camaras Trampa,12190173.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-19 06:17:08,2,Hued hued,406:2|12,,CoRaTe,2021,12,19,06:17:08,6,Primavera,406,2|12
6. Fotos Camaras Trampa,12190174.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-19 06:17:09,2,Hued hued,406:3|12,,CoRaTe,2021,12,19,06:17:09,6,Primavera,406,3|12
6. Fotos Camaras Trampa,12190182.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-19 07:38:27,1,Hued hued,407:8|9,,CoRaTe,2021,12,19,07:38:27,7,Primavera,407,8|9
6. Fotos Camaras Trampa,12190183.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-19 07:38:28,1,Hued hued,407:9|9,,CoRaTe,2021,12,19,07:38:28,7,Primavera,407,9|9
6. Fotos Camaras Trampa,12200187.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-20 06:14:33,1,Hued hued,413:4|9,,CoRaTe,2021,12,20,06:14:33,6,Primavera,413,4|9
6. Fotos Camaras Trampa,12200188.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-20 06:14:34,1,Hued hued,413:5|9,,CoRaTe,2021,12,20,06:14:34,6,Primavera,413,5|9
6. Fotos Camaras Trampa,12200189.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-20 06:14:35,1,Hued hued,413:6|9,,CoRaTe,2021,12,20,06:14:35,6,Primavera,413,6|9
6. Fotos Camaras Trampa,12200190.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-20 06:14:47,1,Hued hued,413:7|9,,CoRaTe,2021,12,20,06:14:47,6,Primavera,413,7|9
6. Fotos Camaras Trampa,12200191.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-20 06:14:48,1,Hued hued,413:8|9,,CoRaTe,2021,12,20,06:14:48,6,Primavera,413,8|9
6. Fotos Camaras Trampa,12200192.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-20 06:14:49,2,Hued hued,413:9|9,,CoRaTe,2021,12,20,06:14:49,6,Primavera,413,9|9
6. Fotos Camaras Trampa,12200198.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-20 10:19:41,1,Hued hued,416:18|21,,CoRaTe,2021,12,20,10:19:41,10,Primavera,416,18|21
6. Fotos Camaras Trampa,12200199.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-20 10:20:17,1,Hued hued,416:19|21,,CoRaTe,2021,12,20,10:20:17,10,Primavera,416,19|21
6. Fotos Camaras Trampa,12200200.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-20 10:20:18,1,Hued hued,416:20|21,,CoRaTe,2021,12,20,10:20:18,10,Primavera,416,20|21
6. Fotos Camaras Trampa,12200201.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-20 10:20:19,1,Hued hued,416:21|21,,CoRaTe,2021,12,20,10:20:19,10,Primavera,416,21|21
6. Fotos Camaras Trampa,12210202.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-21 06:15:11,2,Hued hued,421:4|15,,CoRaTe,2021,12,21,06:15:11,6,Verano,421,4|15
6. Fotos Camaras Trampa,12210203.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-21 06:15:12,2,Hued hued,421:5|15,,CoRaTe,2021,12,21,06:15:12,6,Verano,421,5|15
6. Fotos Camaras Trampa,12210204.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-21 06:15:13,2,Hued hued,421:6|15,,CoRaTe,2021,12,21,06:15:13,6,Verano,421,6|15
6. Fotos Camaras Trampa,12210208.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-21 15:28:06,1,Zorro culpeo,425:421|429,,CoRaTe,2021,12,21,15:28:06,15,Verano,425,421|429
6. Fotos Camaras Trampa,12210209.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-21 15:28:07,1,Zorro culpeo,425:422|429,,CoRaTe,2021,12,21,15:28:07,15,Verano,425,422|429
6. Fotos Camaras Trampa,12210210.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-21 15:28:07,1,Zorro culpeo,425:423|429,,CoRaTe,2021,12,21,15:28:07,15,Verano,425,423|429
6. Fotos Camaras Trampa,12210211.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-21 21:01:16,1,Hued hued,427:1|6,,CoRaTe,2021,12,21,21:01:16,21,Verano,427,1|6
6. Fotos Camaras Trampa,12220217.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-22 06:15:04,1,Hued hued,429:1|3,,CoRaTe,2021,12,22,06:15:04,6,Verano,429,1|3
6. Fotos Camaras Trampa,12220218.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-22 06:15:04,1,Hued hued,429:2|3,,CoRaTe,2021,12,22,06:15:04,6,Verano,429,2|3
6. Fotos Camaras Trampa,12220219.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-22 06:15:05,2,Hued hued,429:3|3,,CoRaTe,2021,12,22,06:15:05,6,Verano,429,3|3
6. Fotos Camaras Trampa,12230223.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-23 20:54:18,1,Hued hued,440:1|3,,CoRaTe,2021,12,23,20:54:18,20,Verano,440,1|3
6. Fotos Camaras Trampa,12230224.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-23 20:54:18,1,Hued hued,440:2|3,,CoRaTe,2021,12,23,20:54:18,20,Verano,440,2|3
6. Fotos Camaras Trampa,12230225.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-23 20:54:19,1,Hued hued,440:3|3,,CoRaTe,2021,12,23,20:54:19,20,Verano,440,3|3
6. Fotos Camaras Trampa,12240226.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-24 06:12:14,1,Hued hued,443:1|9,,CoRaTe,2021,12,24,06:12:14,6,Verano,443,1|9
6. Fotos Camaras Trampa,12240227.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-24 06:12:15,1,Hued hued,443:2|9,,CoRaTe,2021,12,24,06:12:15,6,Verano,443,2|9
6. Fotos Camaras Trampa,12240228.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-24 06:12:16,1,Hued hued,443:3|9,,CoRaTe,2021,12,24,06:12:16,6,Verano,443,3|9
6. Fotos Camaras Trampa,12240229.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-24 20:49:32,1,Hued hued,447:1|6,,CoRaTe,2021,12,24,20:49:32,20,Verano,447,1|6
6. Fotos Camaras Trampa,12240234.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-24 20:49:41,1,Hued hued,447:6|6,,CoRaTe,2021,12,24,20:49:41,20,Verano,447,6|6
6. Fotos Camaras Trampa,12260238.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-26 09:00:30,1,Zorro culpeo,455:4|6,,CoRaTe,2021,12,26,09:00:30,9,Verano,455,4|6
6. Fotos Camaras Trampa,12260239.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-26 09:00:31,1,Zorro culpeo,455:5|6,,CoRaTe,2021,12,26,09:00:31,9,Verano,455,5|6
6. Fotos Camaras Trampa,12260240.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-26 09:00:32,1,Zorro culpeo,455:6|6,,CoRaTe,2021,12,26,09:00:32,9,Verano,455,6|6
6. Fotos Camaras Trampa,12270241.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-27 00:31:39,1,Zorro culpeo,462:4|6,,CoRaTe,2021,12,27,00:31:39,0,Verano,462,4|6
6. Fotos Camaras Trampa,12270242.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-27 00:31:40,1,Zorro culpeo,462:5|6,,CoRaTe,2021,12,27,00:31:40,0,Verano,462,5|6
6. Fotos Camaras Trampa,12270243.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-27 00:31:40,1,Zorro culpeo,462:6|6,,CoRaTe,2021,12,27,00:31:40,0,Verano,462,6|6
6. Fotos Camaras Trampa,12280247.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-28 23:52:30,1,Raton cola larga,477:1|3,,CoRaTe,2021,12,28,23:52:30,23,Verano,477,1|3
6. Fotos Camaras Trampa,12280248.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-28 23:52:30,1,Raton cola larga,477:2|3,,CoRaTe,2021,12,28,23:52:30,23,Verano,477,2|3
6. Fotos Camaras Trampa,12280249.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-28 23:52:31,1,Raton cola larga,477:3|3,,CoRaTe,2021,12,28,23:52:31,23,Verano,477,3|3
6. Fotos Camaras Trampa,12300256.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-30 03:46:30,1,Jabali,484:1|3,,CoRaTe,2021,12,30,03:46:30,3,Verano,484,1|3
6. Fotos Camaras Trampa,12300257.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-30 03:46:31,1,Jabali,484:2|3,,CoRaTe,2021,12,30,03:46:31,3,Verano,484,2|3
6. Fotos Camaras Trampa,12310259.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2021-12-31 20:12:37,1,Hued hued,493:1|3,,CoRaTe,2021,12,31,20:12:37,20,Verano,493,1|3
6. Fotos Camaras Trampa,01070271.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2022-01-07 02:02:12,1,Zorro culpeo,526:4|9,,CoRaTe,2022,1,7,02:02:12,2,Verano,526,4|9
6. Fotos Camaras Trampa,01070272.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2022-01-07 02:02:13,1,Zorro culpeo,526:5|9,,CoRaTe,2022,1,7,02:02:13,2,Verano,526,5|9
6. Fotos Camaras Trampa,01070273.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2022-01-07 02:02:14,1,Zorro culpeo,526:6|9,,CoRaTe,2022,1,7,02:02:14,2,Verano,526,6|9
6. Fotos Camaras Trampa,01070277.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2022-01-07 19:49:50,1,Hued hued,533:1|6,,CoRaTe,2022,1,7,19:49:50,19,Verano,533,1|6
6. Fotos Camaras Trampa,01070278.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113,2022-01-07 19:49:51,1,Hued hued,533:2|6,,CoRaTe,2022,1,7,19:49:51,19,Verano,533,2|6
