RootFolder,File,RelativePath,DateTime,Counter0,Especie,Note0,Unnamed: 7,Estacion,Year,Month,Day,Time,Hour,Season,Episode_ID,Episode_length
6. Fotos Camaras Trampa,01310200.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-01-31 10:13:46,1,Zorzal,689:1|6,,RoRaCo Río,2022,1,31,10:13:46,10,Verano,689,1|6
6. Fotos Camaras Trampa,01310201.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-01-31 10:13:47,1,Zorzal,689:2|6,,RoRaCo Río,2022,1,31,10:13:47,10,Verano,689,2|6
6. Fotos Camaras Trampa,01310202.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-01-31 10:13:48,1,Zorzal,689:3|6,,RoRaCo Río,2022,1,31,10:13:48,10,Verano,689,3|6
6. Fotos Camaras Trampa,01310213.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-01-31 10:55:43,1,Jilguero,690:8|21,,RoRaCo Río,2022,1,31,10:55:43,10,Verano,690,8|21
6. Fotos Camaras Trampa,01310215.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-01-31 11:16:51,1,Chucao,690:10|21,,RoRaCo Río,2022,1,31,11:16:51,11,Verano,690,10|21
6. Fotos Camaras Trampa,01310216.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-01-31 11:16:51,1,Chucao,690:11|21,,RoRaCo Río,2022,1,31,11:16:51,11,Verano,690,11|21
6. Fotos Camaras Trampa,02010293.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-01 07:05:02,1,Chucao,699:1|6,,RoRaCo Río,2022,2,1,07:05:02,7,Verano,699,1|6
6. Fotos Camaras Trampa,02010296.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-01 07:28:12,1,Perro,699:4|6,,RoRaCo Río,2022,2,1,07:28:12,7,Verano,699,4|6
6. Fotos Camaras Trampa,02010302.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-01 11:57:52,1,Chucao,701:1|6,,RoRaCo Río,2022,2,1,11:57:52,11,Verano,701,1|6
6. Fotos Camaras Trampa,02010303.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-01 11:57:53,1,Chucao,701:2|6,,RoRaCo Río,2022,2,1,11:57:53,11,Verano,701,2|6
6. Fotos Camaras Trampa,02020337.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-02 09:37:41,1,Hued hued,707:3|18,,RoRaCo Río,2022,2,2,09:37:41,9,Verano,707,3|18
6. Fotos Camaras Trampa,02020338.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-02 10:16:42,1,Hued hued,707:10|18,,RoRaCo Río,2022,2,2,10:16:42,10,Verano,707,10|18
6. Fotos Camaras Trampa,02020339.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-02 10:16:43,1,Hued hued,707:11|18,,RoRaCo Río,2022,2,2,10:16:43,10,Verano,707,11|18
6. Fotos Camaras Trampa,02050426.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-05 10:14:17,1,Hued hued,723:5|24,,RoRaCo Río,2022,2,5,10:14:17,10,Verano,723,5|24
6. Fotos Camaras Trampa,02050428.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-05 10:41:41,1,Hued hued,723:7|24,,RoRaCo Río,2022,2,5,10:41:41,10,Verano,723,7|24
6. Fotos Camaras Trampa,02050429.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-05 10:41:42,1,Hued hued,723:8|24,,RoRaCo Río,2022,2,5,10:41:42,10,Verano,723,8|24
6. Fotos Camaras Trampa,02050430.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-05 10:41:43,1,Hued hued,723:9|24,,RoRaCo Río,2022,2,5,10:41:43,10,Verano,723,9|24
6. Fotos Camaras Trampa,02050431.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-05 10:42:22,1,Hued hued,723:10|24,,RoRaCo Río,2022,2,5,10:42:22,10,Verano,723,10|24
6. Fotos Camaras Trampa,02050432.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-05 10:42:23,1,Hued hued,723:11|24,,RoRaCo Río,2022,2,5,10:42:23,10,Verano,723,11|24
6. Fotos Camaras Trampa,02050433.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-05 10:42:24,1,Hued hued,723:12|24,,RoRaCo Río,2022,2,5,10:42:24,10,Verano,723,12|24
6. Fotos Camaras Trampa,02060503.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-06 10:27:59,1,Hued hued,731:1|18,,RoRaCo Río,2022,2,6,10:27:59,10,Verano,731,1|18
6. Fotos Camaras Trampa,02060505.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-06 10:28:01,1,Hued hued,731:3|18,,RoRaCo Río,2022,2,6,10:28:01,10,Verano,731,3|18
6. Fotos Camaras Trampa,02060506.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-06 10:28:05,1,Hued hued,731:4|18,,RoRaCo Río,2022,2,6,10:28:05,10,Verano,731,4|18
6. Fotos Camaras Trampa,02060507.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-06 10:28:06,1,Hued hued,731:5|18,,RoRaCo Río,2022,2,6,10:28:06,10,Verano,731,5|18
6. Fotos Camaras Trampa,02060508.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-06 10:28:07,1,Hued hued,731:6|18,,RoRaCo Río,2022,2,6,10:28:07,10,Verano,731,6|18
6. Fotos Camaras Trampa,02060518.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-06 11:22:45,1,Cometocino,731:16|18,,RoRaCo Río,2022,2,6,11:22:45,11,Verano,731,16|18
6. Fotos Camaras Trampa,02060519.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-06 11:22:46,1,Cometocino,731:17|18,,RoRaCo Río,2022,2,6,11:22:46,11,Verano,731,17|18
6. Fotos Camaras Trampa,02060520.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-06 11:22:47,1,Cometocino,731:18|18,,RoRaCo Río,2022,2,6,11:22:47,11,Verano,731,18|18
6. Fotos Camaras Trampa,02100806.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-10 10:05:02,1,Chucao,754:1|3,,RoRaCo Río,2022,2,10,10:05:02,10,Verano,754,1|3
6. Fotos Camaras Trampa,02110977.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-11 04:59:56,1,Guiña,762:1|30,,RoRaCo Río,2022,2,11,04:59:56,4,Verano,762,1|30
6. Fotos Camaras Trampa,02110978.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-11 04:59:57,1,Guiña,762:2|30,,RoRaCo Río,2022,2,11,04:59:57,4,Verano,762,2|30
6. Fotos Camaras Trampa,02110980.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-11 05:00:15,1,Guiña,762:4|30,,RoRaCo Río,2022,2,11,05:00:15,5,Verano,762,4|30
6. Fotos Camaras Trampa,02110981.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-11 05:00:16,1,Guiña,762:5|30,,RoRaCo Río,2022,2,11,05:00:16,5,Verano,762,5|30
6. Fotos Camaras Trampa,02110982.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-11 05:00:17,1,Guiña,762:6|30,,RoRaCo Río,2022,2,11,05:00:17,5,Verano,762,6|30
6. Fotos Camaras Trampa,02110984.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-11 05:00:21,1,Guiña,762:8|30,,RoRaCo Río,2022,2,11,05:00:21,5,Verano,762,8|30
6. Fotos Camaras Trampa,02110985.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-11 05:00:22,1,Guiña,762:9|30,,RoRaCo Río,2022,2,11,05:00:22,5,Verano,762,9|30
6. Fotos Camaras Trampa,02110986.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-11 05:00:25,1,Guiña,762:10|30,,RoRaCo Río,2022,2,11,05:00:25,5,Verano,762,10|30
6. Fotos Camaras Trampa,02110989.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-11 05:00:44,1,Guiña,762:13|30,,RoRaCo Río,2022,2,11,05:00:44,5,Verano,762,13|30
6. Fotos Camaras Trampa,02110990.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-11 05:00:45,1,Guiña,762:14|30,,RoRaCo Río,2022,2,11,05:00:45,5,Verano,762,14|30
6. Fotos Camaras Trampa,02110991.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-11 05:00:46,1,Guiña,762:15|30,,RoRaCo Río,2022,2,11,05:00:46,5,Verano,762,15|30
6. Fotos Camaras Trampa,02110992.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-11 05:00:49,1,Guiña,762:16|30,,RoRaCo Río,2022,2,11,05:00:49,5,Verano,762,16|30
6. Fotos Camaras Trampa,02110993.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-11 05:00:50,1,Guiña,762:17|30,,RoRaCo Río,2022,2,11,05:00:50,5,Verano,762,17|30
6. Fotos Camaras Trampa,02110994.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-11 05:00:51,1,Guiña,762:18|30,,RoRaCo Río,2022,2,11,05:00:51,5,Verano,762,18|30
6. Fotos Camaras Trampa,02110995.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-11 05:00:55,1,Guiña,762:19|30,,RoRaCo Río,2022,2,11,05:00:55,5,Verano,762,19|30
6. Fotos Camaras Trampa,02110999.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\101EK113,2022-02-11 05:01:52,1,Guiña,762:23|30,,RoRaCo Río,2022,2,11,05:01:52,5,Verano,762,23|30
6. Fotos Camaras Trampa,02110001.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-11 05:01:53,1,Guiña,762:24|30,,RoRaCo Río,2022,2,11,05:01:53,5,Verano,762,24|30
6. Fotos Camaras Trampa,02110002.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-11 05:01:55,1,Guiña,762:25|30,,RoRaCo Río,2022,2,11,05:01:55,5,Verano,762,25|30
6. Fotos Camaras Trampa,02110003.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-11 05:01:56,1,Guiña,762:26|30,,RoRaCo Río,2022,2,11,05:01:56,5,Verano,762,26|30
6. Fotos Camaras Trampa,02110004.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-11 05:01:57,1,Guiña,762:27|30,,RoRaCo Río,2022,2,11,05:01:57,5,Verano,762,27|30
6. Fotos Camaras Trampa,02120084.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-12 08:34:57,1,Chucao,773:2|3,,RoRaCo Río,2022,2,12,08:34:57,8,Verano,773,2|3
6. Fotos Camaras Trampa,02140170.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-14 10:16:11,1,Chucao,786:1|3,,RoRaCo Río,2022,2,14,10:16:11,10,Verano,786,1|3
6. Fotos Camaras Trampa,02140171.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-14 10:16:12,1,Chucao,786:2|3,,RoRaCo Río,2022,2,14,10:16:12,10,Verano,786,2|3
6. Fotos Camaras Trampa,02150218.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-15 09:10:06,1,Zorro culpeo,796:1|3,,RoRaCo Río,2022,2,15,09:10:06,9,Verano,796,1|3
6. Fotos Camaras Trampa,02150221.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-15 10:48:28,1,Chucao,797:7|12,,RoRaCo Río,2022,2,15,10:48:28,10,Verano,797,7|12
6. Fotos Camaras Trampa,02150233.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-15 13:31:11,1,Chucao,799:4|120,,RoRaCo Río,2022,2,15,13:31:11,13,Verano,799,4|120
6. Fotos Camaras Trampa,02160287.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-16 08:38:57,1,Chucao,804:1|3,,RoRaCo Río,2022,2,16,08:38:57,8,Verano,804,1|3
6. Fotos Camaras Trampa,02170390.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-17 08:11:18,1,Chucao,808:2|6,,RoRaCo Río,2022,2,17,08:11:18,8,Verano,808,2|6
6. Fotos Camaras Trampa,02180443.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-18 08:06:45,1,Cometocino,812:1|9,,RoRaCo Río,2022,2,18,08:06:45,8,Verano,812,1|9
6. Fotos Camaras Trampa,02180444.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-18 08:06:46,1,Cometocino,812:2|9,,RoRaCo Río,2022,2,18,08:06:46,8,Verano,812,2|9
6. Fotos Camaras Trampa,02180445.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-18 08:06:47,1,Cometocino,812:3|9,,RoRaCo Río,2022,2,18,08:06:47,8,Verano,812,3|9
6. Fotos Camaras Trampa,02180446.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-18 08:06:52,1,Cometocino,812:4|9,,RoRaCo Río,2022,2,18,08:06:52,8,Verano,812,4|9
6. Fotos Camaras Trampa,02180447.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-18 08:06:53,1,Cometocino,812:5|9,,RoRaCo Río,2022,2,18,08:06:53,8,Verano,812,5|9
6. Fotos Camaras Trampa,02180448.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-18 08:06:54,1,Cometocino,812:6|9,,RoRaCo Río,2022,2,18,08:06:54,8,Verano,812,6|9
6. Fotos Camaras Trampa,02180449.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-18 08:08:35,1,Cometocino,812:7|9,,RoRaCo Río,2022,2,18,08:08:35,8,Verano,812,7|9
6. Fotos Camaras Trampa,02180450.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-18 08:08:36,1,Cometocino,812:8|9,,RoRaCo Río,2022,2,18,08:08:36,8,Verano,812,8|9
6. Fotos Camaras Trampa,02180451.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-18 08:08:37,1,Cometocino,812:9|9,,RoRaCo Río,2022,2,18,08:08:37,8,Verano,812,9|9
6. Fotos Camaras Trampa,02190586.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-19 08:23:05,1,Chucao,819:3|3,,RoRaCo Río,2022,2,19,08:23:05,8,Verano,819,3|3
6. Fotos Camaras Trampa,02190587.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-19 11:43:17,1,Chucao,820:1|6,,RoRaCo Río,2022,2,19,11:43:17,11,Verano,820,1|6
6. Fotos Camaras Trampa,02190588.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-19 11:43:18,1,Chucao,820:2|6,,RoRaCo Río,2022,2,19,11:43:18,11,Verano,820,2|6
6. Fotos Camaras Trampa,02190651.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-19 17:31:12,1,Chucao,822:2|3,,RoRaCo Río,2022,2,19,17:31:12,17,Verano,822,2|3
6. Fotos Camaras Trampa,02190652.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-19 17:31:13,1,Chucao,822:3|3,,RoRaCo Río,2022,2,19,17:31:13,17,Verano,822,3|3
6. Fotos Camaras Trampa,02190657.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-19 20:07:24,1,Chucao,823:5|6,,RoRaCo Río,2022,2,19,20:07:24,20,Verano,823,5|6
6. Fotos Camaras Trampa,02200666.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-20 08:53:00,1,Chucao,829:2|3,,RoRaCo Río,2022,2,20,08:53:00,8,Verano,829,2|3
6. Fotos Camaras Trampa,02220704.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-22 22:20:21,1,Rata negra,846:1|18,,RoRaCo Río,2022,2,22,22:20:21,22,Verano,846,1|18
6. Fotos Camaras Trampa,02220705.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-22 22:20:22,1,Rata negra,846:2|18,,RoRaCo Río,2022,2,22,22:20:22,22,Verano,846,2|18
6. Fotos Camaras Trampa,02220706.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-22 22:20:23,1,Rata negra,846:3|18,,RoRaCo Río,2022,2,22,22:20:23,22,Verano,846,3|18
6. Fotos Camaras Trampa,02220707.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-22 22:22:33,1,Rata negra,846:4|18,,RoRaCo Río,2022,2,22,22:22:33,22,Verano,846,4|18
6. Fotos Camaras Trampa,02220708.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-22 22:22:34,1,Rata negra,846:5|18,,RoRaCo Río,2022,2,22,22:22:34,22,Verano,846,5|18
6. Fotos Camaras Trampa,02220709.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-22 22:22:35,1,Rata negra,846:6|18,,RoRaCo Río,2022,2,22,22:22:35,22,Verano,846,6|18
6. Fotos Camaras Trampa,02220710.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-22 22:22:38,1,Rata negra,846:7|18,,RoRaCo Río,2022,2,22,22:22:38,22,Verano,846,7|18
6. Fotos Camaras Trampa,02220719.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-22 22:31:34,1,Raton cola larga,846:16|18,,RoRaCo Río,2022,2,22,22:31:34,22,Verano,846,16|18
6. Fotos Camaras Trampa,02230734.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-23 23:31:28,1,Monito del monte,852:7|33,,RoRaCo Río,2022,2,23,23:31:28,23,Verano,852,7|33
6. Fotos Camaras Trampa,02230737.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-23 23:52:21,1,Monito del monte,852:10|33,,RoRaCo Río,2022,2,23,23:52:21,23,Verano,852,10|33
6. Fotos Camaras Trampa,02230739.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-23 23:52:23,1,Monito del monte,852:12|33,,RoRaCo Río,2022,2,23,23:52:23,23,Verano,852,12|33
6. Fotos Camaras Trampa,02240749.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-24 00:38:53,1,Monito del monte,852:25|33,,RoRaCo Río,2022,2,24,00:38:53,0,Verano,852,25|33
6. Fotos Camaras Trampa,02240757.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E1. Bosque RoRaCo-Camping ok\A1\102EK113,2022-02-24 01:21:08,1,Monito del monte,852:33|33,,RoRaCo Río,2022,2,24,01:21:08,1,Verano,852,33|33
