DataPackage,Deployments,RootFolder,File,RelativePath,DateTime,mediaID,deploymentID,captureMethod,timestamp,filePath,filePublic,fileName,fileMediatype,exifData,favorite,mediaComments,observationID,eventID,eventStart,eventEnd,observationLevel,observationType,cameraSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments,reviewOutcome,datetime_corrected,valid_date,valid_time_of_day,repair_method,repair_anchor_source
,TC10_M3.2,Primavera-verano 2025-2026,06080001.JPG,TC10_M3.2, 2025-06-08 20:59:25,1d7dc612-51fe-4fd8-a747-71ac7e32a91b,,,,,false,,image/jpeg,,false,,827d819d-3b67-408d-a630-3acff6323d1a,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3436,,Zorro culpeo,confirmed,2025-06-08 20:59:25,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,06080002.JPG,TC10_M3.2, 2025-06-08 20:59:25,9616d79f-0cee-4575-ac7f-b87899b80752,,,,,false,,image/jpeg,,false,,81a1f9c6-154d-415d-87f9-11b4bbe3ef7f,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.324,,Zorro culpeo,confirmed,2025-06-08 20:59:25,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,06080003.JPG,TC10_M3.2, 2025-06-08 20:59:26,d91589e7-36f7-43cd-9b38-ee5a3150b99a,,,,,false,,image/jpeg,,false,,ace38872-ec7c-4822-9c3e-2f9098b45f65,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3209,,Zorro culpeo,corrected,2025-06-08 20:59:26,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,06130017.JPG,TC10_M3.2, 2025-06-13 05:27:31,34fb4af8-a84a-4969-a1f6-31718ed68cc4,,,,,false,,image/jpeg,,false,,15e4c78a-b19a-42ba-a1fb-a69905827396,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3347,,Zorro culpeo,corrected,2025-06-13 05:27:31,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,06130018.JPG,TC10_M3.2, 2025-06-13 05:27:32,5a747495-34b3-437c-9fc3-f5ea495098d3,,,,,false,,image/jpeg,,false,,f2d220f4-45b0-4d09-84c6-169b7ccdd8fb,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3367,,Zorro culpeo,corrected,2025-06-13 05:27:32,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,06130019.JPG,TC10_M3.2, 2025-06-13 05:27:33,a3672b87-7eb9-4799-90bf-c85feefc046b,,,,,false,,image/jpeg,,false,,2947416b-723c-400e-b5e0-3d454565043b,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3219,,Zorro culpeo,confirmed,2025-06-13 05:27:33,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,07090033.JPG,TC10_M3.2, 2025-07-09 00:08:47,54f4330c-e075-4280-9756-68e23331d43d,,,,,false,,image/jpeg,,false,,40d95cd4-2325-4d29-8a0d-67491f3626a7,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3116,,Liebre,corrected,2025-07-09 00:08:47,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,07310038.JPG,TC10_M3.2, 2025-07-31 09:45:17,59ab1e56-9521-466a-8dbd-2d7aac54b3b9,,,,,false,,image/jpeg,,false,,da77b123-9a1c-4a83-97a3-65dd773264e8,,,,,animal,,,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3391,,No reconocible,corrected,2025-07-31 09:45:17,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,07310039.JPG,TC10_M3.2, 2025-07-31 09:45:18,20c501da-41e0-49f5-8182-041314370b0d,,,,,false,,image/jpeg,,false,,9628f267-957d-43d3-ab98-500ec7ab72e1,,,,,animal,,Canis lupus familiaris,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3452,,Perro,confirmed,2025-07-31 09:45:18,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,08070045.JPG,TC10_M3.2, 2025-08-07 03:27:40,f2e68600-055f-44b5-95e0-6f9890c94ec6,,,,,false,,image/jpeg,,false,,1ef1da7e-6a6d-48f2-b217-aefea2213bad,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3148,,Zorro culpeo,confirmed,2025-08-07 03:27:40,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,08070046.JPG,TC10_M3.2, 2025-08-07 03:27:41,48eeb7b7-9b3e-4c6d-ae3e-1feb86f00654,,,,,false,,image/jpeg,,false,,080ffdee-892c-4f09-9e23-2c84f08070e9,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3017,,Zorro culpeo,corrected,2025-08-07 03:27:41,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,08070047.JPG,TC10_M3.2, 2025-08-07 03:27:42,e534470b-0eeb-464e-9df4-89998da76437,,,,,false,,image/jpeg,,false,,9e1b5384-1512-4df0-a0a0-c8c3e2b97c6e,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3063,,Zorro culpeo,confirmed,2025-08-07 03:27:42,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,08190057.JPG,TC10_M3.2, 2025-08-19 09:50:07,ddd776f9-79dd-4620-8dd5-dc542f53cb53,,,,,false,,image/jpeg,,false,,fb906fbe-cbd2-4353-951d-9b96dfbd4eb4,,,,,animal,,Canis lupus familiaris,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.2997,,Perro,confirmed,2025-08-19 09:50:07,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,08190059.JPG,TC10_M3.2, 2025-08-19 09:50:09,41f82a21-6a03-4a8e-8c46-6aa476528793,,,,,false,,image/jpeg,,false,,0168f6e2-6025-4522-9f6c-6dd4da50162b,,,,,animal,,Canis lupus familiaris,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3529,,Perro,confirmed,2025-08-19 09:50:09,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,08190061.JPG,TC10_M3.2, 2025-08-19 10:13:24,81d2a9fc-6713-469f-b76f-2237b10911b1,,,,,false,,image/jpeg,,false,,67c474cf-0ff0-4873-b4a3-1af43115e4fb,,,,,animal,,Canis lupus familiaris,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3378,,Perro,corrected,2025-08-19 10:13:24,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,09040065.JPG,TC10_M3.2, 2025-09-04 18:25:50,c38ab3af-80d3-47cb-af64-7da61542ff55,,,,,false,,image/jpeg,,false,,3f588c4d-c59d-4edb-9b13-981002270a14,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3469,,Zorro culpeo,confirmed,2025-09-04 18:25:50,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,09040066.JPG,TC10_M3.2, 2025-09-04 18:25:51,10acf33e-d27b-43f0-94c6-05a0c2ff7e48,,,,,false,,image/jpeg,,false,,153ee0f0-0768-4051-9016-8b725b203dcd,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.313,,Zorro culpeo,confirmed,2025-09-04 18:25:51,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,09040067.JPG,TC10_M3.2, 2025-09-04 18:25:52,19430e25-9382-4eec-ab66-9fd6515dda3f,,,,,false,,image/jpeg,,false,,8eaf5133-9637-4c6a-913a-b60877911438,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3633,,Zorro culpeo,confirmed,2025-09-04 18:25:52,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,09220073.JPG,TC10_M3.2, 2025-09-22 23:02:29,2210cc21-cd53-4e31-8843-5b293345ca67,,,,,false,,image/jpeg,,false,,c02e00da-38f5-450e-8cd5-cbee005145ac,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3676,,Zorro culpeo,corrected,2025-09-22 23:02:29,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10020077.JPG,TC10_M3.2, 2025-10-02 20:10:49,93bac26a-6104-406a-b308-4a8364f16599,,,,,false,,image/jpeg,,false,,d3766b37-791a-40fa-af83-8fbd7db57f53,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3114,,Liebre,corrected,2025-10-02 20:10:49,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10020078.JPG,TC10_M3.2, 2025-10-02 20:10:50,449a72db-5ca0-4aa8-964c-49c55a961837,,,,,false,,image/jpeg,,false,,46fd35eb-5bbb-4d77-a161-7401e264be71,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3163,,Liebre,corrected,2025-10-02 20:10:50,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10020079.JPG,TC10_M3.2, 2025-10-02 20:10:50,f7604fcc-23fb-428e-8f3b-747be866e04f,,,,,false,,image/jpeg,,false,,3812ea41-3bcf-4a35-b1a6-b293f71f4c4f,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3178,,Liebre,corrected,2025-10-02 20:10:50,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10020081.JPG,TC10_M3.2, 2025-10-02 21:36:51,31a56fd0-2800-4077-8df1-22a0e584c079,,,,,false,,image/jpeg,,false,,5f8cb0a8-d4e4-4ada-b765-f2233d626a47,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3231,,Liebre,corrected,2025-10-02 21:36:51,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10020082.JPG,TC10_M3.2, 2025-10-02 21:36:52,ba0b08d0-6ef2-46bb-9427-5de0d1876e33,,,,,false,,image/jpeg,,false,,95639b6f-e9fe-4b1c-b1b8-d02c00b48a10,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3148,,Liebre,corrected,2025-10-02 21:36:52,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10020083.JPG,TC10_M3.2, 2025-10-02 21:36:53,d263781c-04b2-4d5c-8513-24c0c744481c,,,,,false,,image/jpeg,,false,,26fc50da-3cc7-450d-a8e2-29c8be5b6ccd,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3363,,Liebre,corrected,2025-10-02 21:36:53,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10020085.JPG,TC10_M3.2, 2025-10-02 21:51:43,07a9b313-f0ba-4435-9af6-43169d104c10,,,,,false,,image/jpeg,,false,,2e46b94b-28de-41e8-864a-50bda5e70bd5,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3208,,Liebre,corrected,2025-10-02 21:51:43,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10020086.JPG,TC10_M3.2, 2025-10-02 21:51:44,b1dd5118-a8e7-4395-ae7c-2d645ac259ad,,,,,false,,image/jpeg,,false,,c8b260ad-c782-4e97-a598-32bd3d5c1fb5,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3189,,Liebre,corrected,2025-10-02 21:51:44,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10020087.JPG,TC10_M3.2, 2025-10-02 21:51:44,cc1b2605-88e9-4b74-8fdf-adecaf2ae79f,,,,,false,,image/jpeg,,false,,9a9d4a85-8a12-438e-beca-c4e775f5a34a,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3279,,Liebre,corrected,2025-10-02 21:51:44,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10030089.JPG,TC10_M3.2, 2025-10-03 22:00:16,fa6f9438-8a46-4dd7-8205-7e9f7c94055d,,,,,false,,image/jpeg,,false,,94660d5b-1bf5-45a7-9039-5a2ebd45b507,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.315,,Liebre,corrected,2025-10-03 22:00:16,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10030090.JPG,TC10_M3.2, 2025-10-03 22:00:17,cae92087-40f4-466e-9db5-f90855b9eac9,,,,,false,,image/jpeg,,false,,8b0bda51-9efc-41b2-80ab-5401d8746b82,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.332,,Liebre,corrected,2025-10-03 22:00:17,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10030091.JPG,TC10_M3.2, 2025-10-03 22:00:18,41747112-9ecc-41e1-bd0a-a9e8320cf7a3,,,,,false,,image/jpeg,,false,,cba78a76-bb83-4dcc-b9e6-aae67ad51c7f,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.305,,Liebre,corrected,2025-10-03 22:00:18,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10030093.JPG,TC10_M3.2, 2025-10-03 22:18:51,8f921c98-3a61-4b7f-9020-2fb5ed6c68a8,,,,,false,,image/jpeg,,false,,6daf2ede-8089-4e46-8781-a16e447128c0,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.339,,Liebre,corrected,2025-10-03 22:18:51,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10040097.JPG,TC10_M3.2, 2025-10-04 01:01:35,ca990169-68c0-4df4-bf92-0d8f52a5b835,,,,,false,,image/jpeg,,false,,c6385d6b-21ed-4442-a8b0-e55c140c4adc,,,,,animal,,Turdus falcklandii,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.335,,Zorzal,corrected,2025-10-04 01:01:35,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10040098.JPG,TC10_M3.2, 2025-10-04 01:01:35,09893b9a-3b96-4b70-b603-445f8fbd0d0e,,,,,false,,image/jpeg,,false,,b5c37b37-629a-466c-875d-2e7652e9678c,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.356,,Zorro culpeo,confirmed,2025-10-04 01:01:35,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10040099.JPG,TC10_M3.2, 2025-10-04 01:01:36,02957859-3d46-4c14-8581-684acbee3ad2,,,,,false,,image/jpeg,,false,,e48c557b-070f-4e80-a8a1-da9b38bfed4e,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3478,,Zorro culpeo,corrected,2025-10-04 01:01:36,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10060101.JPG,TC10_M3.2, 2025-10-06 22:38:18,834fddf6-0e0b-4f87-a6b3-299148d8f8b5,,,,,false,,image/jpeg,,false,,4bf970fe-1a43-4fc2-8b42-c80f23616829,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3129,,Liebre,corrected,2025-10-06 22:38:18,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10060102.JPG,TC10_M3.2, 2025-10-06 22:38:18,fba7b7f8-f555-4bbc-badb-9ad1b7d45e2b,,,,,false,,image/jpeg,,false,,76cb3865-aa29-4341-aa60-0526ec078979,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3163,,Liebre,corrected,2025-10-06 22:38:18,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10060105.JPG,TC10_M3.2, 2025-10-06 23:01:45,c3b907fa-fe01-4114-8b1d-1dac7720dc38,,,,,false,,image/jpeg,,false,,a71239bd-2696-43ff-98ff-f8091b4ecd6b,,,,,animal,,,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.2642,,No reconocible,confirmed,2025-10-06 23:01:45,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10130113.JPG,TC10_M3.2, 2025-10-13 03:15:06,f8904028-c653-4d0c-bb20-240bc24cf0bf,,,,,false,,image/jpeg,,false,,03df04b8-59f7-45ac-9680-918353b4c5e5,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3355,,Liebre,corrected,2025-10-13 03:15:06,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10130114.JPG,TC10_M3.2, 2025-10-13 03:15:07,c5455c93-c959-4ed0-b2f3-f70fce79d49b,,,,,false,,image/jpeg,,false,,ae4c6c58-912a-43c6-b52c-a41f0c38f292,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.299,,Liebre,corrected,2025-10-13 03:15:07,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10130121.JPG,TC10_M3.2, 2025-10-13 22:06:18,ff738698-b933-4fcb-80b1-6093b170f525,,,,,false,,image/jpeg,,false,,861bde42-7680-4f26-9476-2712f0a9ca3e,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.322,,Liebre,corrected,2025-10-13 22:06:18,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10130122.JPG,TC10_M3.2, 2025-10-13 22:06:18,9925b96a-82e3-4fd4-beff-bcfe69a60fef,,,,,false,,image/jpeg,,false,,4d0069ff-fe4e-4af5-8e31-9139a129bbfd,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.299,,Liebre,corrected,2025-10-13 22:06:18,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10130125.JPG,TC10_M3.2, 2025-10-13 22:14:06,5087eba4-a0b5-48ff-b75f-ddb076714e24,,,,,false,,image/jpeg,,false,,83d2bde8-b263-41ad-93ac-42e153c49579,,,,,animal,,,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.2679,,No reconocible,confirmed,2025-10-13 22:14:06,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10150129.JPG,TC10_M3.2, 2025-10-15 20:35:44,029e6265-f119-4969-a83c-adffe9577940,,,,,false,,image/jpeg,,false,,fdef72bb-ab1c-4ae8-82d6-277603791b84,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3266,,Liebre,corrected,2025-10-15 20:35:44,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10150130.JPG,TC10_M3.2, 2025-10-15 20:35:44,6cedc85d-eb30-40e2-b83c-869b019567d1,,,,,false,,image/jpeg,,false,,91669b02-753a-4c80-a754-6e78d371c8bd,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3113,,Liebre,corrected,2025-10-15 20:35:44,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10150131.JPG,TC10_M3.2, 2025-10-15 20:35:45,7aea48f4-bda2-4c4f-8cea-2f3a02ea2eda,,,,,false,,image/jpeg,,false,,ce8ac1a2-3f06-4b9e-8132-9cf058e0c4dc,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.326,,Liebre,corrected,2025-10-15 20:35:45,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10160137.JPG,TC10_M3.2, 2025-10-16 01:29:04,cf293662-dfda-4863-98a7-55e670331f99,,,,,false,,image/jpeg,,false,,73eb93d3-dba0-450b-bf1e-45fd17b7a9d0,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3222,,Liebre,corrected,2025-10-16 01:29:04,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10160138.JPG,TC10_M3.2, 2025-10-16 01:29:05,fb8c32ef-b860-42d4-a1a9-63a460d9ca51,,,,,false,,image/jpeg,,false,,aa95bde6-e4ea-405d-af00-258b423daf5a,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.2938,,Liebre,corrected,2025-10-16 01:29:05,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10160141.JPG,TC10_M3.2, 2025-10-16 01:44:39,7e2c69a0-549a-4e48-93fa-11ff9da4d5ce,,,,,false,,image/jpeg,,false,,8c427809-cbe6-41e9-8503-2ae3ba7a555f,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3591,,Liebre,corrected,2025-10-16 01:44:39,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10160145.JPG,TC10_M3.2, 2025-10-16 07:02:25,8ba0a132-cd98-45de-a6a7-3fea7d074022,,,,,false,,image/jpeg,,false,,d75616e8-251a-4af1-9221-2a938cf6a63c,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3315,,Liebre,corrected,2025-10-16 07:02:25,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10160146.JPG,TC10_M3.2, 2025-10-16 07:02:25,09556948-f9a0-420c-ac97-29dc09601004,,,,,false,,image/jpeg,,false,,f99c7af7-14ba-4ce4-8113-90db40831ee5,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3195,,Liebre,corrected,2025-10-16 07:02:25,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10160147.JPG,TC10_M3.2, 2025-10-16 07:02:26,c9a8b789-3d66-42fa-a452-5fba22de5b11,,,,,false,,image/jpeg,,false,,225fb0d5-4f2d-45a3-9aeb-29a9f18c6379,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3077,,Liebre,corrected,2025-10-16 07:02:26,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10160149.JPG,TC10_M3.2, 2025-10-16 07:29:46,40a49acd-1b25-41af-ae11-5701d70133d3,,,,,false,,image/jpeg,,false,,5ca173bc-ad85-411c-bb31-88e7ba16c0a3,,,,,animal,,Lepus europaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3417,,Liebre,corrected,2025-10-16 07:29:46,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10280165.JPG,TC10_M3.2, 2025-10-28 21:30:02,808de6ad-cda6-47e6-b4a5-234e1a8541f5,,,,,false,,image/jpeg,,false,,7348dce3-f473-468f-b6cc-365949814dc8,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3237,,Zorro culpeo,corrected,2025-10-28 21:30:02,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10280166.JPG,TC10_M3.2, 2025-10-28 21:30:02,fdb4cae0-3b76-49c4-a5af-0ad54a8f326e,,,,,false,,image/jpeg,,false,,9dbe9539-cbf5-433c-b3a0-623fe6469af3,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3205,,Zorro culpeo,corrected,2025-10-28 21:30:02,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,10280167.JPG,TC10_M3.2, 2025-10-28 21:30:03,5d18088c-4043-43ae-9f1e-241be531c40c,,,,,false,,image/jpeg,,false,,09531298-ca31-4210-950e-5ebe8e723224,,,,,animal,,,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.2937,,No reconocible,corrected,2025-10-28 21:30:03,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,11090173.JPG,TC10_M3.2, 2025-11-09 21:18:30,d3a111c5-3d88-4589-b9ae-89627be1ff93,,,,,false,,image/jpeg,,false,,bc723b12-b96e-47f1-b563-73383254cd22,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.311,,Zorro culpeo,corrected,2025-11-09 21:18:30,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,11090174.JPG,TC10_M3.2, 2025-11-09 21:18:31,7d94094e-f326-4f4e-831f-21b59a9b3ab5,,,,,false,,image/jpeg,,false,,18f73c10-012d-4bd0-8544-9137bd292b44,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3413,,Zorro culpeo,corrected,2025-11-09 21:18:31,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,11090175.JPG,TC10_M3.2, 2025-11-09 21:18:32,7ea02507-4439-45ce-ab7f-e61c2e7b8ffe,,,,,false,,image/jpeg,,false,,a8924448-fa9d-4c64-b100-79eb3d9ec405,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3298,,Zorro culpeo,corrected,2025-11-09 21:18:32,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,11130177.JPG,TC10_M3.2, 2025-11-13 00:37:12,53ee5cf9-d145-4142-9d5a-1c47e272467f,,,,,false,,image/jpeg,,false,,9e0957e9-93ea-4ef9-b312-e29d3ce11bec,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3129,,Zorro culpeo,confirmed,2025-11-13 00:37:12,True,True,none,
,TC10_M3.2,Primavera-verano 2025-2026,11130178.JPG,TC10_M3.2, 2025-11-13 00:37:13,d5bee618-4128-426c-aba4-dcbc1eed0fdf,,,,,false,,image/jpeg,,false,,09496412-cf56-463c-9dc9-7f90b2896c5e,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot + human review,2026-04-14T17:35:57,0.3098,,Zorro culpeo,corrected,2025-11-13 00:37:13,True,True,none,
