station,camera_num,deployment,file_name,camera_datetime,candidate_kind,md_conf,clock_segment,segment_needs_anchor,suggested_anchor_type,rel_path
CT01,1,CT01,01120001.JPG,2025-01-12 09:41:08,counter_0001,,0,False,install,CT01
CT01,1,CT01,05280045.JPG,2025-05-28 14:12:04,human_labelled,0.979,0,False,retrieval,CT01
CT01,1,CT01,05280046.JPG,2025-05-28 14:12:04,human_labelled,0.979,0,False,retrieval,CT01
CT01,1,CT01,05280047.JPG,2025-05-28 14:12:05,human_labelled,0.977,0,False,retrieval,CT01
CT01,1,CT01,05280049.JPG,2025-05-28 14:12:26,human_labelled,0.965,0,False,retrieval,CT01
CT01,1,CT01,05280050.JPG,2025-05-28 14:12:26,human_labelled,0.772,0,False,retrieval,CT01
CT01,1,CT01,05280051.JPG,2025-05-28 14:12:27,human_labelled,0.977,0,False,retrieval,CT01
CT01,1,CT01,05280053.JPG,2025-05-28 14:12:46,human_labelled,0.442,0,False,retrieval,CT01
CT01,1,CT01,05280055.JPG,2025-05-28 14:12:47,human_labelled,0.955,0,False,retrieval,CT01
CT02,2,CT02,01070001.JPG,2025-01-07 12:46:59,counter_0001,,0,False,install,CT02
CT02,2,CT02,01080009.JPG,2025-01-08 16:58:24,human_labelled,0.933,0,False,mid_visit,CT02
CT02,2,CT02,01080010.JPG,2025-01-08 16:58:24,human_labelled,0.976,0,False,mid_visit,CT02
CT02,2,CT02,01080011.JPG,2025-01-08 16:58:25,human_labelled,0.978,0,False,mid_visit,CT02
CT02,2,CT02,02280032.JPG,2025-02-28 13:53:51,human_labelled,0.967,0,False,mid_visit,CT02
CT02,2,CT02,02280033.JPG,2025-02-28 13:53:52,human_labelled,0.977,0,False,mid_visit,CT02
CT02,2,CT02,05140044.JPG,2025-05-14 17:05:12,human_labelled,0.963,0,False,retrieval,CT02
CT02,2,CT02,05140045.JPG,2025-05-14 17:05:13,human_labelled,0.896,0,False,retrieval,CT02
CT02,2,CT02,05140046.JPG,2025-05-14 17:05:13,human_labelled,0.969,0,False,retrieval,CT02
CT02,2,CT02,05140048.JPG,2025-05-14 17:05:32,human_labelled,0.936,0,False,retrieval,CT02
